epoch,loss,val_loss,mae,val_mae
1,0.05073925852775574,0.02764563262462616,0.05073925852775574,0.02764563262462616
2,0.030351590365171432,0.02519506774842739,0.030351590365171432,0.02519506774842739
3,0.02580561488866806,0.024889154359698296,0.02580561488866806,0.024889154359698296
4,0.02249128185212612,0.020577911287546158,0.02249128185212612,0.020577911287546158
5,0.021259307861328125,0.01851736754179001,0.021259307861328125,0.01851736754179001
6,0.02038348652422428,0.020519880577921867,0.02038348652422428,0.020519880577921867
7,0.01960015296936035,0.016964588314294815,0.01960015296936035,0.016964588314294815
8,0.02002197690308094,0.01712826080620289,0.02002197690308094,0.01712826080620289
9,0.019374605268239975,0.018253132700920105,0.019374605268239975,0.018253132700920105
10,0.01827315427362919,0.016934556886553764,0.01827315427362919,0.016934556886553764
11,0.017641326412558556,0.02128618396818638,0.017641326412558556,0.02128618396818638
12,0.01895139180123806,0.01627447083592415,0.01895139180123806,0.01627447083592415
13,0.017414258792996407,0.0165006872266531,0.017414258792996407,0.0165006872266531
14,0.017344828695058823,0.01608436368405819,0.017344828695058823,0.01608436368405819
15,0.017129896208643913,0.01677110604941845,0.017129896208643913,0.01677110604941845
16,0.016601303592324257,0.01584143191576004,0.016601303592324257,0.01584143191576004
17,0.016066405922174454,0.015700705349445343,0.016066405922174454,0.015700705349445343
18,0.015457979403436184,0.015750698745250702,0.015457979403436184,0.015750698745250702
19,0.016001883894205093,0.01758025959134102,0.016001883894205093,0.01758025959134102
20,0.015669308602809906,0.015844695270061493,0.015669308602809906,0.015844695270061493
21,0.015536140650510788,0.016054684296250343,0.015536140650510788,0.016054684296250343
22,0.015721693634986877,0.01608653925359249,0.015721693634986877,0.01608653925359249
23,0.015596113167703152,0.01504229474812746,0.015596113167703152,0.01504229474812746
24,0.014901255257427692,0.015728387981653214,0.014901255257427692,0.015728387981653214
25,0.015419982373714447,0.015359851531684399,0.015419982373714447,0.015359851531684399
26,0.014865758828818798,0.015576892532408237,0.014865758828818798,0.015576892532408237
27,0.014951562508940697,0.015694284811615944,0.014951562508940697,0.015694284811615944
28,0.014914433471858501,0.01583678275346756,0.014914433471858501,0.01583678275346756
29,0.015335517935454845,0.015596440993249416,0.015335517935454845,0.015596440993249416
30,0.014953358098864555,0.015900256112217903,0.014953358098864555,0.015900256112217903
31,0.014789040200412273,0.01637376844882965,0.014789040200412273,0.01637376844882965
32,0.014903027564287186,0.01640317402780056,0.014903027564287186,0.01640317402780056
33,0.015429684892296791,0.015480445697903633,0.015429684892296791,0.015480445697903633
34,0.014888327568769455,0.015833448618650436,0.014888327568769455,0.015833448618650436
35,0.014628754928708076,0.01532389223575592,0.014628754928708076,0.01532389223575592
36,0.01472172699868679,0.01579899527132511,0.01472172699868679,0.01579899527132511
37,0.014722212217748165,0.016231248155236244,0.014722212217748165,0.016231248155236244
38,0.014638911932706833,0.014892122708261013,0.014638911932706833,0.014892122708261013
39,0.014712988398969173,0.0150692043825984,0.014712988398969173,0.0150692043825984
40,0.014538547955453396,0.014963616617023945,0.014538547955453396,0.014963616617023945
41,0.014616035856306553,0.014951962046325207,0.014616035856306553,0.014951962046325207
42,0.014612513594329357,0.015091604553163052,0.014612513594329357,0.015091604553163052
43,0.014779970049858093,0.015063922852277756,0.014779970049858093,0.015063922852277756
44,0.014623883180320263,0.015161266550421715,0.014623883180320263,0.015161266550421715
45,0.014268932864069939,0.014924703165888786,0.014268932864069939,0.014924703165888786
46,0.013986916281282902,0.015538935549557209,0.013986916281282902,0.015538935549557209
47,0.014160184189677238,0.014722689986228943,0.014160184189677238,0.014722689986228943
48,0.014062462374567986,0.014795475639402866,0.014062462374567986,0.014795475639402866
49,0.014118572697043419,0.014631960541009903,0.014118572697043419,0.014631960541009903
50,0.01385795883834362,0.01413166243582964,0.01385795883834362,0.01413166243582964
51,0.013727954588830471,0.014427060261368752,0.013727954588830471,0.014427060261368752
52,0.012986593879759312,0.013726061210036278,0.012986593879759312,0.013726061210036278
53,0.013181419111788273,0.013118833303451538,0.013181419111788273,0.013118833303451538
54,0.013320748694241047,0.013043953105807304,0.013320748694241047,0.013043953105807304
55,0.012985464185476303,0.01287042535841465,0.012985464185476303,0.01287042535841465
56,0.012701242230832577,0.012301692739129066,0.012701242230832577,0.012301692739129066
57,0.012791701592504978,0.013104528188705444,0.012791701592504978,0.013104528188705444
58,0.012351306155323982,0.011507852002978325,0.012351306155323982,0.011507852002978325
59,0.011503390967845917,0.010843352414667606,0.011503390967845917,0.010843352414667606
60,0.011811202391982079,0.011965267360210419,0.011811202391982079,0.011965267360210419
61,0.011657223105430603,0.010130796581506729,0.011657223105430603,0.010130796581506729
62,0.011213213205337524,0.00897885300219059,0.011213213205337524,0.00897885300219059
63,0.009974359534680843,0.008524348959326744,0.009974359534680843,0.008524348959326744
64,0.010218140669167042,0.00816858559846878,0.010218140669167042,0.00816858559846878
65,0.009349953383207321,0.007610735949128866,0.009349953383207321,0.007610735949128866
66,0.00988165382295847,0.008081871084868908,0.00988165382295847,0.008081871084868908
67,0.009482249617576599,0.008076704107224941,0.009482249617576599,0.008076704107224941
68,0.00913403369486332,0.007332323584705591,0.00913403369486332,0.007332323584705591
69,0.008649064227938652,0.006535086315125227,0.008649064227938652,0.006535086315125227
70,0.008677242323756218,0.0065429299138486385,0.008677242323756218,0.0065429299138486385
71,0.00833967700600624,0.0062922402285039425,0.00833967700600624,0.0062922402285039425
72,0.007618185132741928,0.006825474090874195,0.007618185132741928,0.006825474090874195
73,0.007239316590130329,0.005328075960278511,0.007239316590130329,0.005328075960278511
74,0.007636312395334244,0.00579735217615962,0.007636312395334244,0.00579735217615962
75,0.007294018752872944,0.007602098397910595,0.007294018752872944,0.007602098397910595
76,0.00678503280505538,0.005489876493811607,0.00678503280505538,0.005489876493811607
77,0.006833357270807028,0.00511451531201601,0.006833357270807028,0.00511451531201601
78,0.006782051175832748,0.005305014085024595,0.006782051175832748,0.005305014085024595
79,0.007198108360171318,0.0053932927548885345,0.007198108360171318,0.0053932927548885345
80,0.006856563035398722,0.005191927310079336,0.006856563035398722,0.005191927310079336
81,0.005662416573613882,0.005176680162549019,0.005662416573613882,0.005176680162549019
82,0.0061861625872552395,0.005244707688689232,0.0061861625872552395,0.005244707688689232
83,0.006614300422370434,0.005209795199334621,0.006614300422370434,0.005209795199334621
84,0.005822315812110901,0.005331879016011953,0.005822315812110901,0.005331879016011953
85,0.0063317278400063515,0.006613336969166994,0.0063317278400063515,0.006613336969166994
86,0.005718305241316557,0.005008153151720762,0.005718305241316557,0.005008153151720762
87,0.005250291433185339,0.005171875935047865,0.005250291433185339,0.005171875935047865
88,0.005453135352581739,0.005498827435076237,0.005453135352581739,0.005498827435076237
89,0.006433844566345215,0.005392913706600666,0.006433844566345215,0.005392913706600666
90,0.005909026600420475,0.005312813911587,0.005909026600420475,0.005312813911587
91,0.005682965740561485,0.006274915765970945,0.005682965740561485,0.006274915765970945
92,0.005314268171787262,0.004859952721744776,0.005314268171787262,0.004859952721744776
93,0.005297504365444183,0.00576521223410964,0.005297504365444183,0.00576521223410964
94,0.005826732609421015,0.006060312036424875,0.005826732609421015,0.006060312036424875
95,0.005706199444830418,0.005064085125923157,0.005706199444830418,0.005064085125923157
96,0.005403513088822365,0.006303178146481514,0.005403513088822365,0.006303178146481514
97,0.005092268344014883,0.0053742025047540665,0.005092268344014883,0.0053742025047540665
98,0.005901578813791275,0.005049480590969324,0.005901578813791275,0.005049480590969324
99,0.005220487713813782,0.004970100708305836,0.005220487713813782,0.004970100708305836
100,0.004677401389926672,0.005334946792572737,0.004677401389926672,0.005334946792572737
101,0.004799508024007082,0.004821392707526684,0.004799508024007082,0.004821392707526684
102,0.004696459509432316,0.0050054327584803104,0.004696459509432316,0.0050054327584803104
103,0.005749950651079416,0.005704064387828112,0.005749950651079416,0.005704064387828112
104,0.004948067013174295,0.004941436927765608,0.004948067013174295,0.004941436927765608
105,0.00424084160476923,0.004923202563077211,0.00424084160476923,0.004923202563077211
106,0.004696357063949108,0.005491878371685743,0.004696357063949108,0.005491878371685743
107,0.005092099774628878,0.005236572120338678,0.005092099774628878,0.005236572120338678
108,0.004631301388144493,0.005391660146415234,0.004631301388144493,0.005391660146415234
109,0.004427850712090731,0.005964193493127823,0.004427850712090731,0.005964193493127823
110,0.005072589963674545,0.007088553160429001,0.005072589963674545,0.007088553160429001
111,0.004569975193589926,0.004966225009411573,0.004569975193589926,0.004966225009411573
112,0.004678764380514622,0.00480732461437583,0.004678764380514622,0.00480732461437583
113,0.0044844914227724075,0.005023885052651167,0.0044844914227724075,0.005023885052651167
114,0.004400257021188736,0.004912921693176031,0.004400257021188736,0.004912921693176031
115,0.004943187348544598,0.006159998010843992,0.004943187348544598,0.006159998010843992
116,0.004659668076783419,0.004853725433349609,0.004659668076783419,0.004853725433349609
117,0.004218774382025003,0.00535587128251791,0.004218774382025003,0.00535587128251791
118,0.004358615260571241,0.00522930733859539,0.004358615260571241,0.00522930733859539
119,0.005205743946135044,0.004913428798317909,0.005205743946135044,0.004913428798317909
120,0.004445603117346764,0.00551428459584713,0.004445603117346764,0.00551428459584713
121,0.004710325505584478,0.0054895286448299885,0.004710325505584478,0.0054895286448299885
122,0.004228975623846054,0.004876791499555111,0.004228975623846054,0.004876791499555111
123,0.004523078445345163,0.005237727891653776,0.004523078445345163,0.005237727891653776
124,0.0042130472138524055,0.005048009566962719,0.0042130472138524055,0.005048009566962719
125,0.004274643026292324,0.005975307431071997,0.004274643026292324,0.005975307431071997
126,0.0048756967298686504,0.005106611177325249,0.0048756967298686504,0.005106611177325249
127,0.004452857654541731,0.005460889078676701,0.004452857654541731,0.005460889078676701
128,0.004210789687931538,0.004915766417980194,0.004210789687931538,0.004915766417980194
129,0.005703210365027189,0.004852385260164738,0.005703210365027189,0.004852385260164738
130,0.004623791668564081,0.0055677820928394794,0.004623791668564081,0.0055677820928394794
131,0.004572920501232147,0.00508972117677331,0.004572920501232147,0.00508972117677331
132,0.003915666602551937,0.0047973222099244595,0.003915666602551937,0.0047973222099244595
133,0.004393873270601034,0.004355541430413723,0.004393873270601034,0.004355541430413723
134,0.004148584790527821,0.004404184874147177,0.004148584790527821,0.004404184874147177
135,0.004192614462226629,0.004723789170384407,0.004192614462226629,0.004723789170384407
136,0.003977498970925808,0.0050508128479123116,0.003977498970925808,0.0050508128479123116
137,0.004469679668545723,0.004657555837184191,0.004469679668545723,0.004657555837184191
138,0.004391130059957504,0.004306127782911062,0.004391130059957504,0.004306127782911062
139,0.004461363423615694,0.004877774510532618,0.004461363423615694,0.004877774510532618
140,0.003914164379239082,0.0054280757904052734,0.003914164379239082,0.0054280757904052734
141,0.003935499116778374,0.004862459842115641,0.003935499116778374,0.004862459842115641
142,0.004258619621396065,0.00481428811326623,0.004258619621396065,0.00481428811326623
143,0.003627972211688757,0.00446277717128396,0.003627972211688757,0.00446277717128396
144,0.003957968670874834,0.00442777993157506,0.003957968670874834,0.00442777993157506
145,0.003906962461769581,0.004411406349390745,0.003906962461769581,0.004411406349390745
146,0.0038382429629564285,0.005192054435610771,0.0038382429629564285,0.005192054435610771
147,0.004200824070721865,0.004549268167465925,0.004200824070721865,0.004549268167465925
148,0.0038894186727702618,0.0049483804032206535,0.0038894186727702618,0.0049483804032206535
149,0.0040047974325716496,0.005299219395965338,0.0040047974325716496,0.005299219395965338
150,0.0038865304086357355,0.004371119663119316,0.0038865304086357355,0.004371119663119316
151,0.0036941927392035723,0.004938958212733269,0.0036941927392035723,0.004938958212733269
152,0.004334445111453533,0.005396896507591009,0.004334445111453533,0.005396896507591009
153,0.004305616486817598,0.005363234784454107,0.004305616486817598,0.005363234784454107
154,0.003857733216136694,0.004333186894655228,0.003857733216136694,0.004333186894655228
155,0.003629380604252219,0.004927518777549267,0.003629380604252219,0.004927518777549267
156,0.004063211381435394,0.00465744873508811,0.004063211381435394,0.00465744873508811
157,0.003957316279411316,0.004408294800668955,0.003957316279411316,0.004408294800668955
158,0.004097458440810442,0.004611506126821041,0.004097458440810442,0.004611506126821041
159,0.0037827221676707268,0.004682600498199463,0.0037827221676707268,0.004682600498199463
160,0.0035672257654368877,0.0045251245610415936,0.0035672257654368877,0.0045251245610415936
161,0.0033906567841768265,0.00525903282687068,0.0033906567841768265,0.00525903282687068
162,0.0039394935593008995,0.004876742605119944,0.0039394935593008995,0.004876742605119944
163,0.003621878568083048,0.004599814303219318,0.003621878568083048,0.004599814303219318
164,0.0037489139940589666,0.004679126664996147,0.0037489139940589666,0.004679126664996147
165,0.0037906060460954905,0.004526596982032061,0.0037906060460954905,0.004526596982032061
166,0.0035253840032964945,0.004344253800809383,0.0035253840032964945,0.004344253800809383
167,0.0034366443287581205,0.00535523472353816,0.0034366443287581205,0.00535523472353816
168,0.0034319418482482433,0.005675992928445339,0.0034319418482482433,0.005675992928445339
